index;budget;genres;original_title;popularity;revenue;runtime;title;vote_average;profit
244;110000000;Action Drama Thriller;San Andreas;100412364;470490832;1140;San Andreas;60;360490832
245;110000000;Adventure Action Thriller;Tomorrow Never Dies;42887121;333011068;1190;Tomorrow Never Dies;60;223011068
246;110000000;Drama History War Action;The Patriot;23657284;215294342;1650;The Patriot;68;105294342
247;110000000;Thriller Crime;Ocean's Twelve;76840712;362744280;1250;Ocean's Twelve;64;252744280
248;110000000;Action Comedy Drama Thriller;Mr. & Mrs. Smith;44635452;478207520;1200;Mr. & Mrs. Smith;65;368207520
249;110000000;Adventure Science Fiction Thriller;Insurgent;1,04E+16;295238201;1190;Insurgent;62;185238201
250;116000000;Drama;The Aviator;45616098;102000000;1700;The Aviator;70;-14000000
251;112000000;Comedy;Gulliver's Travels;22845143;237382724;850;Gulliver's Travels;49;125382724
252;120000000;Action Crime Comedy;The Green Hornet;3,17E+15;227817248;1190;The Green Hornet;55;107817248
253;110000000;Action War;300: Rise of an Empire;7,15E+15;337580051;1020;300: Rise of an Empire;61;227580051
254;110000000;Animation Family Adventure Comedy Fantasy;The Smurfs;3665422;563749323;1030;The Smurfs;55;453749323
255;110000000;Animation Family;Home on the Range;19625972;103951461;760;Home on the Range;57;-6048539
256;110000000;Adventure Science Fiction;Allegiant;86105615;179246868;1210;Allegiant;59;69246868
257;110000000;Action Science Fiction Drama;Real Steel;3,72E+15;299268508;1270;Real Steel;66;189268508
258;105000000;Fantasy Family Comedy Animation;The Smurfs 2;3,25E+16;347434178;1050;The Smurfs 2;55;242434178
259;160000000;Action Adventure Thriller;Speed 2: Cruise Control;23336875;164508066;1210;Speed 2: Cruise Control;41;4508066
260;110000000;Science Fiction Action Adventure;Ender's Game;4594834;125537191;1140;Ender's Game;66;15537191
261;110000000;Action Thriller;Live Free or Die Hard;4,89E+16;383531464;1280;Live Free or Die Hard;64;273531464
262;93000000;Adventure Fantasy Action;The Lord of the Rings: The Fellowship of the Ring;138049577;871368364;1780;The Lord of the Rings: The Fellowship of the Ring;80;778368364
263;110000000;Action Adventure Comedy;Around the World in 80 Days;2,26E+15;72178895;1200;Around the World in 80 Days;57;-37821105
264;107000000;Drama;Ali;18866672;87713825;1570;Ali;67;-19286175
265;0;Comedy Fantasy Family;The Cat in the Hat;1,83E+16;0;820;The Cat in the Hat;49;0
266;120000000;Action Science Fiction;I, Robot;95914473;347234916;1150;I, Robot;67;227234916
267;130000000;Drama Action Adventure History War;Kingdom of Heaven;44490453;211643158;1440;Kingdom of Heaven;66;81643158
268;133000000;Animation Fantasy Family Comedy;Stuart Little;3,05E+16;300135367;840;Stuart Little;58;167135367
269;105000000;Romance Family Animation Music;The Princess and the Frog;62479574;267045765;970;The Princess and the Frog;67;162045765
270;108000000;Drama Adventure Science Fiction;The Martian;16793287;630161890;1410;The Martian;76;522161890
271;126000000;Action Thriller Science Fiction Adventure;The Island;3768056;162949164;1360;The Island;65;36949164
272;90000000;Comedy Romance;Town & Country;1004579;10372291;1040;Town & Country;37;-79627709
273;90000000;Action Crime Thriller;Gone in Sixty Seconds;52995628;237202299;1180;Gone in Sixty Seconds;61;147202299
274;103000000;Action Drama Adventure;Gladiator;95301296;457640427;1550;Gladiator;79;354640427
275;102000000;Action Thriller Science Fiction Mystery;Minority Report;65948959;358372926;1450;Minority Report;71;256372926
276;100000000;Adventure Fantasy Family;Harry Potter and the Chamber of Secrets;132397737;876688482;1610;Harry Potter and the Chamber of Secrets;74;776688482
277;150000000;Adventure Action Thriller;Casino Royale;88935165;599045960;1440;Casino Royale;73;449045960
278;100000000;Thriller Science Fiction Action Adventure;Planet of the Apes;51188633;362211740;1190;Planet of the Apes;56;262211740
279;100000000;Action Thriller Science Fiction;Terminator 2: Judgment Day;10174155;520000000;1370;Terminator 2: Judgment Day;77;420000000
280;80000000;History Crime Drama;Public Enemies;33691694;214104620;1400;Public Enemies;65;134104620
281;100000000;Drama Crime;American Gangster;42361215;266465037;1570;American Gangster;74;166465037
282;115000000;Action Thriller;True Lies;38729418;378882411;1410;True Lies;68;263882411
283;100000000;Thriller Drama Crime;The Taking of Pelham 1 2 3;40597856;150166126;1060;The Taking of Pelham 1 2 3;62;50166126
284;100000000;Comedy Romance;Little Fockers;32389353;310650585;980;Little Fockers;54;210650585
285;100000000;Action Comedy Crime;The Other Guys;24399642;170432927;1070;The Other Guys;61;70432927
286;100000000;Action Drama Mystery Thriller;Eraser;24507987;242295562;1150;Eraser;56;142295562
287;100000000;Drama Western;Django Unchained;82121691;425368238;1650;Django Unchained;78;325368238
288;100000000;Drama Animation Family;The Hunchback of Notre Dame;4,67E+16;100138851;910;The Hunchback of Notre Dame;68;138851
289;100000000;Adventure Animation Comedy Family Fantasy;The Emperor's New Groove;51113717;169327687;780;The Emperor's New Groove;72;69327687
290;100000000;Action Adventure Thriller;The Expendables 2;5,37E+15;312573423;1030;The Expendables 2;61;212573423
291;100000000;Adventure Action Thriller Mystery;National Treasure;5,88E+16;347451894;1310;National Treasure;64;247451894
292;100000000;Fantasy Action Adventure Family;Eragon;30863434;249288105;1040;Eragon;49;149288105
293;100000000;Family Fantasy;Where the Wild Things Are;3,16E+15;100086793;1010;Where the Wild Things Are;64;86793
294;100000000;Animation Adventure Family Fantasy;Epic;36711378;268426634;1020;Epic;64;168426634
295;100000000;Action Thriller Romance;The Tourist;41426678;278731369;1030;The Tourist;60;178731369
296;100000000;Action Fantasy Horror Mystery;End of Days;20652943;211989043;1210;End of Days;55;111989043
297;100000000;Drama Thriller Action;Blood Diamond;52792678;170877916;1430;Blood Diamond;73;70877916
298;100000000;Crime Drama Comedy;The Wolf of Wall Street;9,50E+15;392000694;1800;The Wolf of Wall Street;79;292000694
299;100000000;Action Crime Fantasy;Batman Forever;48205606;336529144;1210;Batman Forever;52;236529144
300;105000000;Adventure Action Thriller Science Fiction;Starship Troopers;58782359;121214377;1290;Starship Troopers;67;16214377
301;102000000;Drama Science Fiction;Cloud Atlas;73872343;130482868;1720;Cloud Atlas;66;28482868
302;80000000;Animation Adventure Family Fantasy;Legend of the Guardians: The Owls of Ga'Hoole;3,73E+16;140073390;970;Legend of the Guardians: The Owls of Ga'Hoole;65;60073390
303;100000000;Action Crime;Catwoman;32271938;82102379;1040;Catwoman;42;-17897621
304;100000000;Action Adventure;Hercules;76842247;243400000;990;Hercules;56;143400000
305;140000000;Adventure Animation Family Fantasy Science Fiction;Treasure Planet;38924136;109578115;950;Treasure Planet;72;-30421885
306;100000000;Adventure Comedy Science Fiction;Land of the Lost;1938841;68688831;1020;Land of the Lost;53;-31311169
307;90000000;Action Adventure Thriller;The Expendables 3;61025639;206172544;1270;The Expendables 3;61;116172544
308;105000000;Action Crime Thriller;Point Break;33507289;133718711;1140;Point Break;55;28718711
309;84000000;Fantasy Comedy Family Adventure;Son of the Mask;1,78E+16;0;940;Son of the Mask;36;-84000000
310;100000000;Thriller Drama Adventure Action History;In the Heart of the Sea;50767332;93820758;1220;In the Heart of the Sea;65;-6179242
311;100000000;Action Comedy Science Fiction;The Adventures of Pluto Nash;12092241;7103973;950;The Adventures of Pluto Nash;44;-92896027
312;100000000;War Action Adventure Drama Thriller;Green Zone;30254021;94882889;1150;Green Zone;64;-5117111
313;99000000;Animation;The Peanuts Movie;34308098;246233113;880;The Peanuts Movie;65;147233113
314;10000000;Crime Drama Mystery Thriller;The Spanish Prisoner;3091077;13835130;1100;The Spanish Prisoner;71;3835130
315;98000000;Adventure Action Fantasy;The Mummy Returns;41862983;433013274;1300;The Mummy Returns;60;335013274
316;100000000;Drama History Crime;Gangs of New York;4,62E+16;193772504;1670;Gangs of New York;71;93772504
317;94000000;Drama History War;金陵十三釵;12516546;95311434;1450;The Flowers of War;71;1311434
318;85000000;Animation Comedy Family;Surf's Up;23230851;149044513;850;Surf's Up;59;64044513
319;90000000;Action Comedy Science Fiction;The Stepford Wives;19224754;102000000;930;The Stepford Wives;54;12000000
320;92000000;Action History War;Black Hawk Down;44455166;172989651;1440;Black Hawk Down;72;80989651
321;0;Comedy;The Campaign;16460356;104907746;850;The Campaign;56;104907746
322;90000000;Adventure Fantasy Action Thriller Science Fiction;The Fifth Element;109528572;263920180;1260;The Fifth Element;73;173920180
323;100000000;Comedy Drama Romance;Sex and the City 2;18325897;288347692;1460;Sex and the City 2;54;188347692
324;95000000;Adventure Animation Comedy Family;The Road to El Dorado;3,71E+16;76432727;890;The Road to El Dorado;70;-18567273
325;95000000;Animation Comedy Adventure Family;Ice Age: Continental Drift;6,52E+15;877244782;880;Ice Age: Continental Drift;62;782244782
326;95000000;Romance Fantasy Family Drama;Cinderella;1,01E+16;543514353;1050;Cinderella;67;448514353
327;65000000;Fantasy Drama;The Lovely Bones;29257137;93525586;1360;The Lovely Bones;66;28525586
328;94000000;Animation Family;Finding Nemo;85688789;940335536;1000;Finding Nemo;76;846335536
329;94000000;Adventure Fantasy Action;The Lord of the Rings: The Return of the King;1,24E+16;1118888979;2010;The Lord of the Rings: The Return of the King;81;1024888979
330;79000000;Adventure Fantasy Action;The Lord of the Rings: The Two Towers;106914973;926287400;1790;The Lord of the Rings: The Two Towers;80;847287400
331;95000000;Adventure Fantasy;Seventh Son;63628459;114178613;1020;Seventh Son;52;19178613
332;115000000;Adventure Fantasy Action Thriller;Lara Croft: Tomb Raider;41498631;274703340;1000;Lara Croft: Tomb Raider;57;159703340
333;100000000;Thriller Science Fiction Drama Mystery;Transcendence;58991388;103039258;1190;Transcendence;59;3039258
334;93000000;Adventure Action Thriller Science Fiction;Jurassic Park III;1859364;368780809;920;Jurassic Park III;57;275780809
335;93000000;Thriller Action Drama Science Fiction;Rise of the Planet of the Apes;138433168;482860185;1050;Rise of the Planet of the Apes;70;389860185
336;90000000;Adventure Family Fantasy;The Spiderwick Chronicles;21436682;162839667;950;The Spiderwick Chronicles;63;72839667
337;92000000;Action Thriller;A Good Day to Die Hard;6,54E+15;304654182;980;A Good Day to Die Hard;52;212654182
338;145000000;Western History War;The Alamo;10660441;25819961;1370;The Alamo;58;-119180039
339;92000000;Action Adventure Animation Family;The Incredibles;77817571;631442092;1150;The Incredibles;74;539442092
340;98000000;Action Adventure;Cutthroat Island;7029308;10017322;1190;Cutthroat Island;57;-87982678
341;95000000;Adventure Fantasy Family;Percy Jackson & the Olympians: The Lightning Thief;6,11E+16;226497209;1180;Percy Jackson & the Olympians: The Lightning Thief;60;131497209
342;90000000;Action Adventure Comedy Science Fiction;Men in Black;104121555;589390539;980;Men in Black;69;499390539
343;90000000;Animation Comedy Family;Toy Story 2;73575118;497366869;920;Toy Story 2;73;407366869
344;100000000;Action Thriller;Unstoppable;37698465;167805466;980;Unstoppable;63;67805466
345;90000000;Action Comedy Crime Thriller;Rush Hour 2;35814765;347325802;900;Rush Hour 2;64;257325802
346;100000000;Drama Horror Mystery Thriller;What Lies Beneath;15835672;155464351;1300;What Lies Beneath;63;55464351
347;100000000;Animation Comedy Family;Cloudy with a Chance of Meatballs;46781182;242988466;900;Cloudy with a Chance of Meatballs;65;142988466
348;90000000;Animation Comedy Family Adventure;Ice Age: Dawn of the Dinosaurs;69457898;886686817;940;Ice Age: Dawn of the Dinosaurs;65;796686817
349;90000000;Adventure Comedy Drama Fantasy;The Secret Life of Walter Mitty;43348022;188133322;1140;The Secret Life of Walter Mitty;70;98133322
350;92000000;Action Adventure Comedy Crime Thriller;Charlie's Angels;4020395;264105545;980;Charlie's Angels;56;172105545
351;90000000;Drama Thriller Crime;The Departed;63429157;289847354;1510;The Departed;79;199847354
352;90000000;Animation Family Adventure;Mulan;67427755;304320254;880;Mulan;76;214320254
353;92000000;Action Comedy;Tropic Thunder;43192048;188072649;1070;Tropic Thunder;65;96072649
354;90000000;Thriller Crime Mystery Drama;The Girl with the Dragon Tattoo;47651083;232617430;1580;The Girl with the Dragon Tattoo;72;142617430
355;90000000;Action Thriller;Die Hard: With a Vengeance;5,19E+15;366101666;1280;Die Hard: With a Vengeance;69;276101666
356;90000000;Action Adventure Crime Mystery;Sherlock Holmes;57834787;524028679;1280;Sherlock Holmes;70;434028679
357;100000000;Drama;Ben-Hur;2,96E+16;94061311;1250;Ben-Hur;53;-5938689
358;120000000;Animation Family Adventure Science Fiction;Atlantis: The Lost Empire;51548589;186053725;950;Atlantis: The Lost Empire;67;66053725
359;0;Adventure Animation Comedy Family;Alvin and the Chipmunks: The Road Chip;27867368;233755553;920;Alvin and the Chipmunks: The Road Chip;58;233755553
360;75000000;Drama Thriller History War;Valkyrie;38832842;200276000;1210;Valkyrie;67;125276000
361;90000000;Comedy Action;You Don't Mess with the Zohan;40597344;201596308;1130;You Don't Mess with the Zohan;55;111596308
362;88000000;Action Comedy Science Fiction;Pixels;140849495;243637091;1050;Pixels;56;155637091
363;100000000;Drama Science Fiction Adventure;A.I. Artificial Intelligence;34035114;235926552;1460;A.I. Artificial Intelligence;68;135926552
364;90000000;Thriller Fantasy Comedy Family Mystery;The Haunted Mansion;16302378;182290266;990;The Haunted Mansion;52;92290266
365;90000000;Drama Science Fiction Mystery;Contact;5,52E+16;171120329;1500;Contact;72;81120329
366;95000000;Action Science Fiction Thriller;Hollow Man;28200874;190213455;1120;Hollow Man;56;95213455
367;80000000;Crime Thriller;The Interpreter;1869984;162944923;1280;The Interpreter;62;82944923
368;90000000;Adventure Family Fantasy;Percy Jackson: Sea of Monsters;4,03E+16;174578751;1060;Percy Jackson: Sea of Monsters;59;84578751
369;95000000;Action Adventure Fantasy Thriller;Lara Croft Tomb Raider: The Cradle of Life;5,68E+15;156505388;1170;Lara Croft Tomb Raider: The Cradle of Life;55;61505388
370;90000000;Action Adventure Comedy Crime Mystery;Now You See Me 2;51535701;334901337;1290;Now You See Me 2;67;244901337
371;68000000;Thriller Action Romance Science Fiction Adventure;The Saint;20913852;118063304;1160;The Saint;59;50063304
372;92000000;Action Crime Thriller;Spy Game;27166757;143049560;1260;Spy Game;68;51049560
373;90000000;Science Fiction;Mission to Mars;16058284;60874615;1140;Mission to Mars;57;-29125385
374;90000000;Animation Adventure Comedy Family;Rio;4,62E+16;484635760;960;Rio;65;394635760
375;100000000;Comedy Science Fiction;Bicentennial Man;24939295;93700000;1310;Bicentennial Man;69;-6300000
376;90000000;Science Fiction Action Drama Thriller;Volcano;1,98E+16;0;1040;Volcano;52;-90000000
377;90000000;Crime Thriller Drama;The Devil's Own;1,54E+16;140807547;1070;The Devil's Own;59;50807547
378;100000000;Drama History Thriller;K-19: The Widowmaker;1,56E+16;35168966;1380;K-19: The Widowmaker;61;-64831034
379;20000000;Adventure Fantasy Action;Conan the Barbarian;31802807;79114085;1290;Conan the Barbarian;66;59114085
380;88000000;Romance Drama History;Cinderella Man;24100863;108539911;1440;Cinderella Man;73;20539911
381;90000000;Fantasy Action Family;The Nutcracker: The Untold Story;3593349;16178959;1100;The Nutcracker: The Untold Story;54;-73821041
382;87000000;Drama History;Seabiscuit;14824166;148336445;1410;Seabiscuit;67;61336445
383;92000000;Action Adventure Drama;Twister;3,21E+16;494471524;1130;Twister;61;402471524
384;90000000;Adventure Drama;Cast Away;57739713;429632142;1430;Cast Away;75;339632142
385;100000000;Animation Comedy;Happy Feet;37272385;384335608;1080;Happy Feet;59;284335608
